"team","eventname","score_change","score","event","ranking","region"
"Version1","fall_reg3",40,390,3,8,"na"
"Version1","fall_maj",0,390,4,8,"na"
"Version1","win_reg1",220,610,5,7,"na"
"Version1","win_reg2",110,720,6,7,"na"
"Version1","win_reg3",351,1071,7,6,"na"
"Version1","win_maj",380,1451,8,5,"na"
"Version1","spr_reg1",210,1661,9,5,"na"
"Version1","spr_reg2",350,2011,10,5,"na"
"Version1","spr_reg3",300,2311,11,5,"na"
"Version1","spr_maj",600,2911,12,4,"na"
"Spacestation Gaming","fall_reg1",200,200,1,3,"na"
"Spacestation Gaming","fall_reg2",150,350,2,6,"na"
"Spacestation Gaming","fall_reg3",150,500,3,6,"na"
"Spacestation Gaming","fall_maj",0,500,4,6,"na"
"Spacestation Gaming","win_reg1",300,800,5,6,"na"
"Spacestation Gaming","win_reg2",220,1020,6,5,"na"
"Spacestation Gaming","win_reg3",110,1130,7,5,"na"
"Spacestation Gaming","win_maj",520,1650,8,4,"na"
"Spacestation Gaming","spr_reg1",350,2000,9,4,"na"
"Spacestation Gaming","spr_reg2",130,2130,10,4,"na"
"Spacestation Gaming","spr_reg3",250,2380,11,4,"na"
"Spacestation Gaming","spr_maj",420,2800,12,5,"na"
"OpTic Gaming","fall_reg1",150,150,1,7,"na"
"OpTic Gaming","fall_reg2",200,350,2,5,"na"
"OpTic Gaming","fall_reg3",250,600,3,4,"na"
"OpTic Gaming","fall_maj",140,740,4,5,"na"
"OpTic Gaming","win_reg1",60,800,5,5,"na"
"OpTic Gaming","win_reg2",160,960,6,6,"na"
"OpTic Gaming","win_reg3",110,1070,7,7,"na"
"OpTic Gaming","win_maj",0,1070,8,7,"na"
"OpTic Gaming","spr_reg1",210,1280,9,7,"na"
"OpTic Gaming","spr_reg2",300,1580,10,6,"na"
"OpTic Gaming","spr_reg3",210,1790,11,6,"na"
"OpTic Gaming","spr_maj",360,2150,12,6,"na"
"Complexity Gaming","fall_reg1",150,150,1,5,"na"
"Complexity Gaming","fall_reg2",200,350,2,4,"na"
"Complexity Gaming","fall_reg3",150,500,3,5,"na"
"Complexity Gaming","fall_maj",300,800,4,4,"na"
"Complexity Gaming","win_reg1",160,960,5,4,"na"
"Complexity Gaming","win_reg2",60,1020,6,4,"na"
"Complexity Gaming","win_reg3",190,1210,7,4,"na"
"Complexity Gaming","win_maj",0,1210,8,6,"na"
"Complexity Gaming","spr_reg1",130,1340,9,6,"na"
"Complexity Gaming","spr_reg2",210,1550,10,7,"na"
"Complexity Gaming","spr_reg3",210,1760,11,7,"na"
"Complexity Gaming","spr_maj",0,1760,12,7,"na"
"Oxygen Esports","fall_reg1",0,0,1,24,"na"
"Oxygen Esports","fall_reg2",0,0,2,25,"na"
"Oxygen Esports","fall_reg3",150,150,3,16,"na"
"Oxygen Esports","fall_maj",0,150,4,16,"na"
"Oxygen Esports","win_reg1",190,340,5,10,"na"
"Oxygen Esports","win_reg2",190,530,6,10,"na"
"Oxygen Esports","win_reg3",190,720,7,8,"na"
"Oxygen Esports","win_maj",0,720,8,8,"na"
"Oxygen Esports","spr_reg1",130,850,9,8,"na"
"Oxygen Esports","spr_reg2",80,930,10,8,"na"
"Oxygen Esports","spr_reg3",180,1110,11,8,"na"
"Oxygen Esports","spr_maj",0,1110,12,8,"na"
"Rogue","fall_reg1",70,70,1,12,"na"
"Rogue","fall_reg2",70,140,2,12,"na"
"Rogue","fall_reg3",70,210,3,11,"na"
"Rogue","fall_maj",0,210,4,11,"na"
"Rogue","win_reg1",110,320,5,11,"na"
"Rogue","win_reg2",190,510,6,11,"na"
"Rogue","win_reg3",110,620,7,10,"na"
"Rogue","win_maj",0,620,8,10,"na"
"Rogue","spr_reg1",180,800,9,9,"na"
"Rogue","spr_reg2",130,930,10,9,"na"
"Rogue","spr_reg3",130,1060,11,9,"na"
"Rogue","spr_maj",0,1060,12,9,"na"
"Ghost Gaming","fall_reg1",110,110,1,9,"na"
"Ghost Gaming","fall_reg2",150,260,2,9,"na"
"Ghost Gaming","fall_reg3",150,410,3,7,"na"
"Ghost Gaming","fall_maj",0,410,4,7,"na"
"Ghost Gaming","win_reg1",60,470,5,8,"na"
"Ghost Gaming","win_reg2",60,530,6,9,"na"
"Ghost Gaming","win_reg3",0,530,7,11,"na"
"Ghost Gaming","win_maj",0,530,8,11,"na"
"Ghost Gaming","spr_reg1",250,780,9,10,"na"
"Ghost Gaming","spr_reg2",80,860,10,10,"na"
"Ghost Gaming","spr_reg3",80,940,11,10,"na"
"Ghost Gaming","spr_maj",0,940,12,10,"na"
"Soniqs","fall_reg1",110,110,1,10,"na"
"Soniqs","fall_reg2",70,180,2,11,"na"
"Soniqs","fall_reg3",0,180,3,12,"na"
"Soniqs","fall_maj",0,180,4,12,"na"
"Soniqs","win_reg1",110,290,5,12,"na"
"Soniqs","win_reg2",60,350,6,12,"na"
"Soniqs","win_reg3",110,460,7,12,"na"
"Soniqs","win_maj",0,460,8,12,"na"
"Soniqs","spr_reg1",80,540,9,12,"na"
"Soniqs","spr_reg2",180,720,10,12,"na"
"Soniqs","spr_reg3",130,850,11,11,"na"
"Soniqs","spr_maj",0,850,12,11,"na"
"XSET","fall_reg1",150,150,1,8,"na"
"XSET","fall_reg2",150,300,2,8,"na"
"XSET","fall_reg3",70,370,3,9,"na"
"XSET","fall_maj",0,370,4,9,"na"
"XSET","win_reg1",60,430,5,9,"na"
"XSET","win_reg2",160,590,6,8,"na"
"XSET","win_reg3",60,650,7,9,"na"
"XSET","win_maj",0,650,8,9,"na"
"XSET","spr_reg1",0,650,9,11,"na"
"XSET","spr_reg2",130,780,10,11,"na"
"XSET","spr_reg3",0,780,11,12,"na"
"XSET","spr_maj",0,780,12,12,"na"
"Torrent","fall_reg1",110,110,1,11,"na"
"Torrent","fall_reg2",110,220,2,10,"na"
"Torrent","fall_reg3",0,220,3,10,"na"
"Torrent","fall_maj",0,220,4,10,"na"
"Torrent","win_reg1",60,280,5,13,"na"
"Torrent","win_reg2",0,280,6,15,"na"
"Torrent","win_reg3",160,440,7,13,"na"
"Torrent","win_maj",0,440,8,13,"na"
"Torrent","spr_reg1",0,440,9,14,"na"
"Torrent","spr_reg2",210,650,10,13,"na"
"Torrent","spr_reg3",0,650,11,13,"na"
"Torrent","spr_maj",0,650,12,13,"na"
"Akrew","fall_reg1",0,0,1,17,"na"
"Akrew","fall_reg2",110,110,2,13,"na"
"Akrew","fall_reg3",40,150,3,14,"na"
"Akrew","fall_maj",0,150,4,14,"na"
"Akrew","win_reg1",110,260,5,14,"na"
"Akrew","win_reg2",0,260,6,16,"na"
"Akrew","win_reg3",0,260,7,16,"na"
"Akrew","win_maj",0,260,8,16,"na"
"Akrew","spr_reg1",180,440,9,13,"na"
"Akrew","spr_reg2",0,440,10,14,"na"
"Akrew","spr_reg3",180,620,11,14,"na"
"Akrew","spr_maj",0,620,12,14,"na"
"Stromboli","fall_reg1",70,70,1,14,"na"
"Stromboli","fall_reg2",0,70,2,15,"na"
"Stromboli","fall_reg3",110,180,3,13,"na"
"Stromboli","fall_maj",0,180,4,13,"na"
"Stromboli","win_reg1",0,180,5,16,"na"
"Stromboli","win_reg2",110,290,6,14,"na"
"Stromboli","win_reg3",60,350,7,15,"na"
"Stromboli","win_maj",0,350,8,15,"na"
"Stromboli","spr_reg1",80,430,9,15,"na"
"Stromboli","spr_reg2",0,430,10,15,"na"
"Stromboli","spr_reg3",80,510,11,15,"na"
"Stromboli","spr_maj",0,510,12,15,"na"
"Shopify Rebellion","fall_reg1",70,70,1,13,"na"
"Shopify Rebellion","fall_reg2",0,70,2,14,"na"
"Shopify Rebellion","fall_reg3",0,70,3,19,"na"
"Shopify Rebellion","fall_maj",0,70,4,19,"na"
"Shopify Rebellion","win_reg1",160,230,5,15,"na"
"Shopify Rebellion","win_reg2",110,340,6,13,"na"
"Shopify Rebellion","win_reg3",60,400,7,14,"na"
"Shopify Rebellion","win_maj",0,400,8,14,"na"
"Shopify Rebellion","spr_reg1",0,400,9,16,"na"
"Shopify Rebellion","spr_reg2",0,400,10,16,"na"
"Shopify Rebellion","spr_reg3",80,480,11,16,"na"
"Shopify Rebellion","spr_maj",0,480,12,16,"na"
"Randoms","fall_reg1",0,0,1,26,"na"
"Randoms","fall_reg2",0,0,2,27,"na"
"Randoms","fall_reg3",0,0,3,27,"na"
"Randoms","fall_maj",0,0,4,27,"na"
"Randoms","win_reg1",0,0,5,27,"na"
"Randoms","win_reg2",0,0,6,27,"na"
"Randoms","win_reg3",160,160,7,18,"na"
"Randoms","win_maj",0,160,8,18,"na"
"Randoms","spr_reg1",0,160,9,18,"na"
"Randoms","spr_reg2",0,160,10,19,"na"
"Randoms","spr_reg3",130,290,11,17,"na"
"Randoms","spr_maj",0,290,12,17,"na"
"AXLE0R8","fall_reg1",0,0,1,19,"na"
"AXLE0R8","fall_reg2",0,0,2,22,"na"
"AXLE0R8","fall_reg3",70,70,3,18,"na"
"AXLE0R8","fall_maj",0,70,4,18,"na"
"AXLE0R8","win_reg1",0,70,5,20,"na"
"AXLE0R8","win_reg2",0,70,6,22,"na"
"AXLE0R8","win_reg3",0,70,7,23,"na"
"AXLE0R8","win_maj",0,70,8,23,"na"
"AXLE0R8","spr_reg1",130,200,9,17,"na"
"AXLE0R8","spr_reg2",80,280,10,17,"na"
"AXLE0R8","spr_reg3",0,280,11,18,"na"
"AXLE0R8","spr_maj",0,280,12,18,"na"
"AllMid","fall_reg1",0,0,1,18,"na"
"AllMid","fall_reg2",0,0,2,21,"na"
"AllMid","fall_reg3",0,0,3,24,"na"
"AllMid","fall_maj",0,0,4,24,"na"
"AllMid","win_reg1",0,0,5,24,"na"
"AllMid","win_reg2",0,0,6,24,"na"
"AllMid","win_reg3",60,60,7,24,"na"
"AllMid","win_maj",0,60,8,24,"na"
"AllMid","spr_reg1",80,140,9,21,"na"
"AllMid","spr_reg2",80,220,10,18,"na"
"AllMid","spr_reg3",0,220,11,19,"na"
"AllMid","spr_maj",0,220,12,19,"na"
"Pittsburgh Knights","fall_reg1",0,0,1,25,"na"
"Pittsburgh Knights","fall_reg2",0,0,2,26,"na"
"Pittsburgh Knights","fall_reg3",0,0,3,26,"na"
"Pittsburgh Knights","fall_maj",0,0,4,26,"na"
"Pittsburgh Knights","win_reg1",0,0,5,26,"na"
"Pittsburgh Knights","win_reg2",0,0,6,26,"na"
"Pittsburgh Knights","win_reg3",0,0,7,27,"na"
"Pittsburgh Knights","win_maj",0,0,8,27,"na"
"Pittsburgh Knights","spr_reg1",0,0,9,26,"na"
"Pittsburgh Knights","spr_reg2",130,130,10,22,"na"
"Pittsburgh Knights","spr_reg3",80,210,11,20,"na"
"Pittsburgh Knights","spr_maj",0,210,12,20,"na"
"eUnited","fall_reg1",0,0,1,21,"na"
"eUnited","fall_reg2",40,40,2,17,"na"
"eUnited","fall_reg3",110,150,3,15,"na"
"eUnited","fall_maj",0,150,4,15,"na"
"eUnited","win_reg1",0,150,5,18,"na"
"eUnited","win_reg2",0,150,6,18,"na"
"eUnited","win_reg3",0,150,7,19,"na"
"eUnited","win_maj",0,150,8,19,"na"
"eUnited","spr_reg1",0,150,9,19,"na"
"eUnited","spr_reg2",0,150,10,20,"na"
"eUnited","spr_reg3",0,150,11,21,"na"
"eUnited","spr_maj",0,150,12,21,"na"
"Limitless","fall_reg1",40,40,1,16,"na"
"Limitless","fall_reg2",0,40,2,19,"na"
"Limitless","fall_reg3",0,40,3,22,"na"
"Limitless","fall_maj",0,40,4,22,"na"
"Limitless","win_reg1",0,40,5,22,"na"
"Limitless","win_reg2",110,150,6,19,"na"
"Limitless","win_reg3",0,150,7,20,"na"
"Limitless","win_maj",0,150,8,20,"na"
"Limitless","spr_reg1",0,150,9,20,"na"
"Limitless","spr_reg2",0,150,10,21,"na"
"Limitless","spr_reg3",0,150,11,22,"na"
"Limitless","spr_maj",0,150,12,22,"na"
"Ducks on Quack","fall_reg1",0,0,1,20,"na"
"Ducks on Quack","fall_reg2",0,0,2,23,"na"
"Ducks on Quack","fall_reg3",110,110,3,17,"na"
"Ducks on Quack","fall_maj",0,110,4,17,"na"
"Ducks on Quack","win_reg1",0,110,5,19,"na"
"Ducks on Quack","win_reg2",0,110,6,20,"na"
"Ducks on Quack","win_reg3",0,110,7,21,"na"
"Ducks on Quack","win_maj",0,110,8,21,"na"
"Ducks on Quack","spr_reg1",0,110,9,22,"na"
"Ducks on Quack","spr_reg2",0,110,10,23,"na"
"Ducks on Quack","spr_reg3",0,110,11,23,"na"
"Ducks on Quack","spr_maj",0,110,12,23,"na"
"Gentlemen","fall_reg1",40,40,1,15,"na"
"Gentlemen","fall_reg2",0,40,2,18,"na"
"Gentlemen","fall_reg3",0,40,3,21,"na"
"Gentlemen","fall_maj",0,40,4,21,"na"
"Gentlemen","win_reg1",0,40,5,21,"na"
"Gentlemen","win_reg2",60,100,6,21,"na"
"Gentlemen","win_reg3",0,100,7,22,"na"
"Gentlemen","win_maj",0,100,8,22,"na"
"Gentlemen","spr_reg1",0,100,9,23,"na"
"Gentlemen","spr_reg2",0,100,10,24,"na"
"Gentlemen","spr_reg3",0,100,11,24,"na"
"Gentlemen","spr_maj",0,100,12,24,"na"
"Friends","fall_reg1",0,0,1,22,"na"
"Friends","fall_reg2",0,0,2,24,"na"
"Friends","fall_reg3",0,0,3,25,"na"
"Friends","fall_maj",0,0,4,25,"na"
"Friends","win_reg1",0,0,5,25,"na"
"Friends","win_reg2",0,0,6,25,"na"
"Friends","win_reg3",0,0,7,26,"na"
"Friends","win_maj",0,0,8,26,"na"
"Friends","spr_reg1",80,80,9,24,"na"
"Friends","spr_reg2",0,80,10,25,"na"
"Friends","spr_reg3",0,80,11,25,"na"
"Friends","spr_maj",0,80,12,25,"na"
"Nefarious","fall_reg1",0,0,1,23,"na"
"Nefarious","fall_reg2",40,40,2,20,"na"
"Nefarious","fall_reg3",0,40,3,23,"na"
"Nefarious","fall_maj",0,40,4,23,"na"
"Nefarious","win_reg1",0,40,5,23,"na"
"Nefarious","win_reg2",0,40,6,23,"na"
"Nefarious","win_reg3",0,40,7,25,"na"
"Nefarious","win_maj",0,40,8,25,"na"
"Nefarious","spr_reg1",0,40,9,25,"na"
"Nefarious","spr_reg2",0,40,10,26,"na"
"Nefarious","spr_reg3",0,40,11,26,"na"
"Nefarious","spr_maj",0,40,12,26,"na"
"sup","fall_reg1",0,0,1,27,"na"
"sup","fall_reg2",70,70,2,16,"na"
"sup","fall_reg3",0,70,3,20,"na"
"sup","fall_maj",0,70,4,20,"na"
"sup","win_reg1",110,180,5,17,"na"
"sup","win_reg2",0,180,6,17,"na"
"sup","win_reg3",0,180,7,17,"na"
"sup","win_maj",0,180,8,17,"na"
"sup","spr_reg1",-180,0,9,27,"na"
"sup","spr_reg2",0,0,10,27,"na"
"sup","spr_reg3",0,0,11,27,"na"
"sup","spr_maj",0,0,12,27,"na"
