"team","eventname","score_change","score","event","ranking","region"
"Natus Vincere","fall_reg3",0,110,3,16,"eu"
"Natus Vincere","fall_maj",0,110,4,16,"eu"
"Natus Vincere","win_reg1",60,170,5,14,"eu"
"Natus Vincere","win_reg2",110,280,6,14,"eu"
"Natus Vincere","win_reg3",60,340,7,14,"eu"
"Natus Vincere","win_maj",0,340,8,14,"eu"
"Natus Vincere","spr_reg1",0,340,9,14,"eu"
"Natus Vincere","spr_reg2",80,420,10,16,"eu"
"Natus Vincere","spr_reg3",0,420,11,16,"eu"
"Natus Vincere","spr_maj",0,420,12,16,"eu"
"Aogiri","fall_reg1",0,0,1,17,"eu"
"Aogiri","fall_reg2",0,0,2,18,"eu"
"Aogiri","fall_reg3",0,0,3,19,"eu"
"Aogiri","fall_maj",0,0,4,19,"eu"
"Aogiri","win_reg1",0,0,5,19,"eu"
"Aogiri","win_reg2",0,0,6,20,"eu"
"Aogiri","win_reg3",0,0,7,20,"eu"
"Aogiri","win_maj",0,0,8,20,"eu"
"Aogiri","spr_reg1",0,0,9,24,"eu"
"Aogiri","spr_reg2",80,80,10,21,"eu"
"Aogiri","spr_reg3",80,160,11,17,"eu"
"Aogiri","spr_maj",0,160,12,17,"eu"
"Wolves Esports","fall_reg1",0,0,1,29,"eu"
"Wolves Esports","fall_reg2",0,0,2,29,"eu"
"Wolves Esports","fall_reg3",0,0,3,29,"eu"
"Wolves Esports","fall_maj",0,0,4,29,"eu"
"Wolves Esports","win_reg1",0,0,5,29,"eu"
"Wolves Esports","win_reg2",0,0,6,29,"eu"
"Wolves Esports","win_reg3",0,0,7,29,"eu"
"Wolves Esports","win_maj",0,0,8,29,"eu"
"Wolves Esports","spr_reg1",130,130,9,20,"eu"
"Wolves Esports","spr_reg2",0,130,10,20,"eu"
"Wolves Esports","spr_reg3",0,130,11,18,"eu"
"Wolves Esports","spr_maj",0,130,12,18,"eu"
"BS+COMPETITION","fall_reg1",0,0,1,18,"eu"
"BS+COMPETITION","fall_reg2",0,0,2,19,"eu"
"BS+COMPETITION","fall_reg3",0,0,3,20,"eu"
"BS+COMPETITION","fall_maj",0,0,4,20,"eu"
"BS+COMPETITION","win_reg1",0,0,5,20,"eu"
"BS+COMPETITION","win_reg2",0,0,6,21,"eu"
"BS+COMPETITION","win_reg3",0,0,7,21,"eu"
"BS+COMPETITION","win_maj",0,0,8,21,"eu"
"BS+COMPETITION","spr_reg1",80,80,9,21,"eu"
"BS+COMPETITION","spr_reg2",0,80,10,22,"eu"
"BS+COMPETITION","spr_reg3",0,80,11,19,"eu"
"BS+COMPETITION","spr_maj",0,80,12,19,"eu"
"GROS NOOBZ","fall_reg1",0,0,1,20,"eu"
"GROS NOOBZ","fall_reg2",0,0,2,20,"eu"
"GROS NOOBZ","fall_reg3",0,0,3,21,"eu"
"GROS NOOBZ","fall_maj",0,0,4,21,"eu"
"GROS NOOBZ","win_reg1",0,0,5,22,"eu"
"GROS NOOBZ","win_reg2",0,0,6,23,"eu"
"GROS NOOBZ","win_reg3",0,0,7,23,"eu"
"GROS NOOBZ","win_maj",0,0,8,23,"eu"
"GROS NOOBZ","spr_reg1",0,0,9,26,"eu"
"GROS NOOBZ","spr_reg2",0,0,10,26,"eu"
"GROS NOOBZ","spr_reg3",80,80,11,20,"eu"
"GROS NOOBZ","spr_maj",0,80,12,20,"eu"
"Juicers","fall_reg1",0,0,1,21,"eu"
"Juicers","fall_reg2",0,0,2,21,"eu"
"Juicers","fall_reg3",0,0,3,22,"eu"
"Juicers","fall_maj",0,0,4,22,"eu"
"Juicers","win_reg1",0,0,5,23,"eu"
"Juicers","win_reg2",0,0,6,24,"eu"
"Juicers","win_reg3",0,0,7,24,"eu"
"Juicers","win_maj",0,0,8,24,"eu"
"Juicers","spr_reg1",0,0,9,27,"eu"
"Juicers","spr_reg2",0,0,10,27,"eu"
"Juicers","spr_reg3",80,80,11,21,"eu"
"Juicers","spr_maj",0,80,12,21,"eu"
"SK Gaming","fall_reg1",0,0,1,23,"eu"
"SK Gaming","fall_reg2",0,0,2,23,"eu"
"SK Gaming","fall_reg3",0,0,3,24,"eu"
"SK Gaming","fall_maj",0,0,4,24,"eu"
"SK Gaming","win_reg1",0,0,5,24,"eu"
"SK Gaming","win_reg2",0,0,6,25,"eu"
"SK Gaming","win_reg3",0,0,7,25,"eu"
"SK Gaming","win_maj",0,0,8,25,"eu"
"SK Gaming","spr_reg1",80,80,9,22,"eu"
"SK Gaming","spr_reg2",0,80,10,23,"eu"
"SK Gaming","spr_reg3",0,80,11,22,"eu"
"SK Gaming","spr_maj",0,80,12,22,"eu"
"WYLDE","fall_reg1",0,0,1,30,"eu"
"WYLDE","fall_reg2",0,0,2,30,"eu"
"WYLDE","fall_reg3",0,0,3,30,"eu"
"WYLDE","fall_maj",0,0,4,30,"eu"
"WYLDE","win_reg1",0,0,5,30,"eu"
"WYLDE","win_reg2",0,0,6,30,"eu"
"WYLDE","win_reg3",0,0,7,30,"eu"
"WYLDE","win_maj",0,0,8,30,"eu"
"WYLDE","spr_reg1",80,80,9,23,"eu"
"WYLDE","spr_reg2",0,80,10,24,"eu"
"WYLDE","spr_reg3",0,80,11,23,"eu"
"WYLDE","spr_maj",0,80,12,23,"eu"
"FC Barcelona","fall_reg1",0,0,1,19,"eu"
"FC Barcelona","fall_reg2",110,110,2,15,"eu"
"FC Barcelona","fall_reg3",110,220,3,14,"eu"
"FC Barcelona","fall_maj",0,220,4,14,"eu"
"FC Barcelona","win_reg1",-220,0,5,21,"eu"
"FC Barcelona","win_reg2",0,0,6,22,"eu"
"FC Barcelona","win_reg3",0,0,7,22,"eu"
"FC Barcelona","win_maj",0,0,8,22,"eu"
"FC Barcelona","spr_reg1",0,0,9,25,"eu"
"FC Barcelona","spr_reg2",0,0,10,25,"eu"
"FC Barcelona","spr_reg3",0,0,11,24,"eu"
"FC Barcelona","spr_maj",0,0,12,24,"eu"
"Vodafone Giants","fall_reg1",70,70,1,14,"eu"
"Vodafone Giants","fall_reg2",70,140,2,14,"eu"
"Vodafone Giants","fall_reg3",70,210,3,15,"eu"
"Vodafone Giants","fall_maj",0,210,4,15,"eu"
"Vodafone Giants","win_reg1",-210,0,5,28,"eu"
"Vodafone Giants","win_reg2",0,0,6,28,"eu"
"Vodafone Giants","win_reg3",0,0,7,28,"eu"
"Vodafone Giants","win_maj",0,0,8,28,"eu"
"Vodafone Giants","spr_reg1",0,0,9,30,"eu"
"Vodafone Giants","spr_reg2",0,0,10,30,"eu"
"Vodafone Giants","spr_reg3",0,0,11,30,"eu"
"Vodafone Giants","spr_maj",0,0,12,30,"eu"
"Heroic","fall_reg1",110,110,1,10,"eu"
"Heroic","fall_reg2",150,260,2,9,"eu"
"Heroic","fall_reg3",40,300,3,12,"eu"
"Heroic","fall_maj",0,300,4,12,"eu"
"Heroic","win_reg1",0,300,5,13,"eu"
"Heroic","win_reg2",0,300,6,13,"eu"
"Heroic","win_reg3",0,300,7,16,"eu"
"Heroic","win_maj",0,300,8,16,"eu"
"Heroic","spr_reg1",0,300,9,16,"eu"
"Heroic","spr_reg2",0,300,10,18,"eu"
"Heroic","spr_reg3",-300,0,11,25,"eu"
"Heroic","spr_maj",0,0,12,25,"eu"
"Rix.GG","fall_reg1",0,0,1,22,"eu"
"Rix.GG","fall_reg2",0,0,2,22,"eu"
"Rix.GG","fall_reg3",0,0,3,23,"eu"
"Rix.GG","fall_maj",0,0,4,23,"eu"
"Rix.GG","win_reg1",60,60,5,18,"eu"
"Rix.GG","win_reg2",0,60,6,18,"eu"
"Rix.GG","win_reg3",60,120,7,18,"eu"
"Rix.GG","win_maj",0,120,8,18,"eu"
"Rix.GG","spr_reg1",-120,0,9,28,"eu"
"Rix.GG","spr_reg2",0,0,10,28,"eu"
"Rix.GG","spr_reg3",0,0,11,26,"eu"
"Rix.GG","spr_maj",0,0,12,26,"eu"
"Stormtroopers","fall_reg1",0,0,1,25,"eu"
"Stormtroopers","fall_reg2",0,0,2,25,"eu"
"Stormtroopers","fall_reg3",0,0,3,26,"eu"
"Stormtroopers","fall_maj",0,0,4,26,"eu"
"Stormtroopers","win_reg1",0,0,5,26,"eu"
"Stormtroopers","win_reg2",60,60,6,19,"eu"
"Stormtroopers","win_reg3",0,60,7,19,"eu"
"Stormtroopers","win_maj",0,60,8,19,"eu"
"Stormtroopers","spr_reg1",-60,0,9,29,"eu"
"Stormtroopers","spr_reg2",0,0,10,29,"eu"
"Stormtroopers","spr_reg3",0,0,11,27,"eu"
"Stormtroopers","spr_maj",0,0,12,27,"eu"
"Team Singularity","fall_reg1",0,0,1,27,"eu"
"Team Singularity","fall_reg2",0,0,2,27,"eu"
"Team Singularity","fall_reg3",0,0,3,28,"eu"
"Team Singularity","fall_maj",0,0,4,28,"eu"
"Team Singularity","win_reg1",160,160,5,16,"eu"
"Team Singularity","win_reg2",0,160,6,17,"eu"
"Team Singularity","win_reg3",0,160,7,17,"eu"
"Team Singularity","win_maj",0,160,8,17,"eu"
"Team Singularity","spr_reg1",0,160,9,19,"eu"
"Team Singularity","spr_reg2",0,160,10,19,"eu"
"Team Singularity","spr_reg3",-160,0,11,28,"eu"
"Team Singularity","spr_maj",0,0,12,28,"eu"
"The Bricks","fall_reg1",0,0,1,28,"eu"
"The Bricks","fall_reg2",0,0,2,28,"eu"
"The Bricks","fall_reg3",110,110,3,17,"eu"
"The Bricks","fall_maj",0,110,4,17,"eu"
"The Bricks","win_reg1",60,170,5,15,"eu"
"The Bricks","win_reg2",60,230,6,16,"eu"
"The Bricks","win_reg3",110,340,7,15,"eu"
"The Bricks","win_maj",0,340,8,15,"eu"
"The Bricks","spr_reg1",0,340,9,15,"eu"
"The Bricks","spr_reg2",0,340,10,17,"eu"
"The Bricks","spr_reg3",-340,0,11,29,"eu"
"The Bricks","spr_maj",0,0,12,29,"eu"
